Company_Names,Jobs,Salery,Location,Industry,About,Review,Rating
Sykes Business Services Of India,17,2.6k, Hyderabad ,BPO,BPO | Hyderabad +17 other locations,702,3.4
Visteon,35,4.6k, Chennai ,Auto Components,Auto Components | Chennai +21 other locations,701,3.2
Turtlemint,5,2.5k, Mumbai ,Internet,Internet | Mumbai +115 other locations,701,3.6
Razorpay,31,6.3k, Bengaluru ,FinTech,FinTech | Bengaluru +27 other locations,701,3.4
Redcliffe Labs,14,1.9k, New Delhi ,Healthcare,Healthcare | New Delhi +83 other locations,700,3.9
Bahwan CyberTek,56,4.8k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +21 other locations,699,3.3
Thriveni Earthmovers,--,2.5k, Jamshedpur ,Metals & Mining,Metals & Mining | Jamshedpur +46 other locations,699,3.9
R.V.R. PROJECTS,21,1.7k, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +68 other locations,697,3.9
Eastman Auto and Power Limited,1,2k, Gurugram ,Electronics Manufacturing,Electronics Manufacturing | Gurugram +70 other locations,698,3.9
URC Construction,2,2.4k, Chennai ,Engineering & Construction,Engineering & Construction | Chennai +50 other locations,697,3.7
Raychem RPG,3,2.4k, Mumbai ,Electrical Equipment,Electrical Equipment | Mumbai +34 other locations,697,3.7
Gartner,81,6.5k, Gurugram ,Management Consulting,Management Consulting | Gurugram +18 other locations,697,3.8
TCNS Clothing Company,--,1.6k, New Delhi ,Fashion & Textile,Fashion & Textile | New Delhi +110 other locations,697,4.1
Trianz,22,4.8k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +9 other locations,696,3.5
Apple,242,5.3k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +107 other locations,696,4.3
Mynd Solutions Private,--,3.2k, Gurugram ,BPO,BPO | Gurugram +33 other locations,695,3.7
Shalby Hospitals,58,2.1k, Ahmedabad ,Healthcare,Healthcare | Ahmedabad +23 other locations,696,4.2
Diebold Nixdorf,39,3.5k, Hyderabad ,Software Product,Software Product | Hyderabad +45 other locations,695,3.6
Lovely Professional University,20,2k, Jalandhar ,Education & Training,Education & Training | Jalandhar +31 other locations,693,3.3
Ramky Infrastructure,1,1.9k, Hyderabad ,Engineering & Construction,Engineering & Construction | Hyderabad +51 other locations,692,4.2
HSBC Bank,1,3k, Bengaluru ,Banking,Banking | Bengaluru +38 other locations,692,4.0
HRH Next Services,10,2k, Hyderabad ,BPO,BPO | Hyderabad +23 other locations,692,2.9
NSB Bpo Solutions,1,1.7k, Noida ,BPO,BPO | Noida +84 other locations,692,2.8
Amrit Cement,11,1.5k, Guwahati ,Building Material,Building Material | Guwahati +49 other locations,692,3.9
Cotiviti,22,4.5k, Hyderabad ,Analytics & KPO,Analytics & KPO | Hyderabad +10 other locations,691,3.6
Samunnati,--,921, Chennai ,NBFC,NBFC | Chennai +61 other locations,691,4.5
Goodyear,8,2.6k, Chhatrapati Sambhajinagar ,Auto Components,Auto Components | Chhatrapati Sambhajinagar +65 other locations,691,3.5
Transsion,4,2.6k, Noida ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Noida +63 other locations,691,4.0
Asb International,--,2.7k, Mumbai ,Industrial Machinery,Industrial Machinery | Mumbai +23 other locations,691,3.6
Bharat Serums and Vaccines,13,2.2k, Mumbai ,Pharma,Pharma | Mumbai +66 other locations,688,3.9
Tredence,89,6.2k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +9 other locations,688,3.4
Wolters Kluwer,39,4.9k, Pune ,Software Product,Software Product | Pune +16 other locations,688,3.8
Infor Global Solution,27,6.6k, Hyderabad ,Software Product,Software Product | Hyderabad +9 other locations,688,3.9
LEAP India Limited,5,1.3k, Mumbai ,Packaging,Packaging | Mumbai +47 other locations,688,4.6
Ness Digital Engineering,38,5.6k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +11 other locations,687,3.4
Embibe,--,2.6k, Bengaluru ,EdTech,EdTech | Bengaluru +19 other locations,687,3.4
Kurlon,--,2.1k, Bengaluru ,Furniture & Furnishing,Furniture & Furnishing | Bengaluru +88 other locations,687,4.3
Patel Engineering,--,2.3k, Mumbai ,Engineering & Construction,Engineering & Construction | Mumbai +69 other locations,686,4.1
Csc E Governance Services,3,1.7k, New Delhi ,Government,Government | New Delhi +202 other locations,686,3.8
Bayer Crop Science Vegetable Seeds,--,933,N/A,Bengaluru +140 other locations,Bengaluru +140 other locations,685,4.2
Micro Turners,--,2.2k, Baddi ,Auto Components,Auto Components | Baddi +42 other locations,685,3.9
Titan Eye Plus,--,1.4k, Kolkata ,Other,Other | Kolkata +132 other locations,686,4.1
Moglix,22,3.7k, Noida ,Internet,Internet | Noida +39 other locations,685,3.3
TTK Prestige,5,2.5k, Bengaluru ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Bengaluru +84 other locations,685,3.8
ReSource Pro,35,3.4k, Bengaluru ,BPO,BPO | Bengaluru +9 other locations,685,3.8
Flash Electronics,--,2.5k, Pune ,Electronics Manufacturing,Electronics Manufacturing | Pune +23 other locations,685,3.5
KreditBee,37,2.6k, Bengaluru ,Internet,Internet | Bengaluru +24 other locations,685,3.5
Toppr,--,3.2k, Mumbai ,EdTech,EdTech | Mumbai +42 other locations,684,3.4
Radico Khaitan,--,2k, Rampur ,Beverage,Beverage | Rampur +80 other locations,684,4.0
North East Small Finance Bank,2,1.9k, Guwahati ,Banking,Banking | Guwahati +92 other locations,684,3.6
Central Bank of India,--,1.5k, Mumbai ,Banking,Banking | Mumbai +204 other locations,684,3.9
Vindhya Telelinks,--,2.1k, Rewa ,Hardware & Networking,Hardware & Networking | Rewa +93 other locations,684,4.0
IHG,54,2.7k, New Delhi ,Hospitality,Hospitality | New Delhi +45 other locations,683,3.6
JSW Energy,--,3.5k, Mumbai ,Power,Power | Mumbai +77 other locations,682,4.1
Bisk Farm,23,1.4k, Kolkata ,Food Processing,Food Processing | Kolkata +138 other locations,682,4.0
Wuerth,10,2.3k, Pune ,Industrial Machinery,Industrial Machinery | Pune +65 other locations,681,3.5
Caparo Engineering India,--,2.5k, Chennai ,Auto Components,Auto Components | Chennai +34 other locations,681,4.0
PrimEra Medical Technologies,112,3.7k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +14 other locations,681,3.6
Testbook.com,--,4.4k, Noida ,EdTech,EdTech | Noida +30 other locations,681,3.3
Kaar Tech,4,2k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +12 other locations,681,4.4
Cohesity,--,5.1k, Pune ,Software Product,Software Product | Pune +47 other locations,681,3.9
Orient Cement,--,2.4k, Hyderabad ,Building Material,Building Material | Hyderabad +70 other locations,680,4.4
Neeyamo Enterprise Solutions,7,3.9k,N/A,Pune +10 other locations,Pune +10 other locations,680,3.6
Doosan Power Systems,--,2.5k, Gurugram ,Power,Power | Gurugram +31 other locations,680,4.3
Writer Corporation,35,2.1k, Mumbai ,Logistics,Logistics | Mumbai +83 other locations,680,3.4
CtrlS,--,3.1k, Hyderabad ,IT Services & Consulting,IT Services & Consulting | Hyderabad +17 other locations,680,3.6
VRL Logistics,--,1.6k, Bengaluru ,Logistics,Logistics | Bengaluru +118 other locations,680,3.7
Jubilant Ingrevia,--,2.9k, Bharuch ,Chemicals,Chemicals | Bharuch +33 other locations,680,3.8
Office Beacon,8,873, Vadodara ,BPO,BPO | Vadodara +22 other locations,679,4.6
Vizag Steel,--,1.6k, Visakhapatnam ,Iron & Steel,Iron & Steel | Visakhapatnam +29 other locations,679,4.0
Keventer,11,2.1k, Kolkata ,FMCG,FMCG | Kolkata +65 other locations,678,3.8
Government of India,--,3.8k, New Delhi ,Government,Government | New Delhi +159 other locations,677,4.2
Livpure,9,2.2k, Gurugram ,Consumer Electronics & Appliances,Consumer Electronics & Appliances | Gurugram +83 other locations,677,3.9
Kissht Finance,17,2.1k, Mumbai ,FinTech,FinTech | Mumbai +94 other locations,678,3.9
PPG Asian Paints,--,2.8k, Mumbai ,Chemicals,Chemicals | Mumbai +57 other locations,677,3.9
Solv,--,1.7k, Bengaluru ,Internet,Internet | Bengaluru +142 other locations,676,3.5
Medtronic,164,4.5k, Hyderabad ,Medical Equipment,Medical Equipment | Hyderabad +46 other locations,676,3.9
Emami Agrotech,3,2.5k, Kolkata ,Food Processing,Food Processing | Kolkata +67 other locations,678,3.9
Rane NSK Steering Systems,--,2k, Chennai ,Auto Components,Auto Components | Chennai +26 other locations,676,4.0
InternEzy,4,5, Chennai ,EdTech,EdTech | Chennai +6 other locations,676,4.9
Nomura Holdings,311,6.8k, Mumbai ,Investment Banking / Venture Capital / Private Equity,Investment Banking / Venture Capital / Private Equity | Mumbai +11 other locations,675,3.7
ChannelPlay,3,1.9k, Gurugram ,Marketing & Advertising,Marketing & Advertising | Gurugram +93 other locations,675,3.8
Leverage Edu,61,1.7k, Noida ,EdTech,EdTech | Noida +22 other locations,675,4.1
Nephroplus,112,3k, Hyderabad ,Healthcare,Healthcare | Hyderabad +113 other locations,675,3.8
TVS Electronics,11,2.3k, Chennai ,Electronics Manufacturing,Electronics Manufacturing | Chennai +73 other locations,674,3.7
Autoliv,--,2.8k, Bengaluru ,Auto Components,Auto Components | Bengaluru +23 other locations,674,3.9
BASF,6,2.4k, Mumbai ,Chemicals,Chemicals | Mumbai +93 other locations,673,4.2
Bridgestone - Global Capability Center,17,2.7k, Pune ,Auto Components,Auto Components | Pune +61 other locations,673,4.0
Dodla Dairy,17,1.9k, Hyderabad ,Food Processing,Food Processing | Hyderabad +73 other locations,673,4.2
Surya Roshni,--,2.2k, New Delhi ,Building Material,Building Material | New Delhi +74 other locations,672,4.1
Blue Yonder,127,7.3k, Bengaluru ,Software Product,Software Product | Bengaluru +14 other locations,671,3.6
SG Analytics,21,3.5k, Pune ,Analytics & KPO,Analytics & KPO | Pune +12 other locations,672,2.6
Lohia Corp,1,2.4k, Kanpur ,Industrial Machinery,Industrial Machinery | Kanpur +21 other locations,671,3.9
YOKOGAWA,95,3.6k, Bengaluru ,Industrial Automation,Industrial Automation | Bengaluru +24 other locations,671,3.7
Snapdeal,31,2.8k, Gurugram ,Internet,Internet | Gurugram +31 other locations,670,3.8
DAV Public School,--,1.3k, New Delhi ,Education & Training,Education & Training | New Delhi +154 other locations,670,4.0
TransUnion,57,6.1k, Chennai ,Financial Services,Financial Services | Chennai +10 other locations,669,3.6
Quess IT Staffing Solutions,--,1.6k,N/A,Bengaluru +55 other locations,Bengaluru +55 other locations,673,3.1
NextComm Corporation,--,36, Bengaluru ,Software Product,Software Product | Bengaluru +8 other locations,669,4.8
Capco Technologies,141,4.9k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +17 other locations,669,3.7
L&T Power,--,3.4k, Vadodara ,Power,Power | Vadodara +98 other locations,668,3.9
R.S. Infraprojects,7,1.7k, Noida ,Engineering & Construction,Engineering & Construction | Noida +98 other locations,669,4.0
Lionbridge Technologies,1,3.8k, Mumbai ,Content Development,Content Development | Mumbai +14 other locations,667,3.5
Orient Technologies,12,2.9k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +50 other locations,667,3.7
Future Supply Chain Solutions,--,2.2k, Nagpur ,Logistics,Logistics | Nagpur +70 other locations,666,4.4
Redington,2,3k, Chennai ,Hardware & Networking,Hardware & Networking | Chennai +48 other locations,666,4.0
Triveni Engineering & Industries,--,2.4k, Noida ,Food Processing,Food Processing | Noida +57 other locations,666,4.1
Mahindra Integrated Business Solutions,4,2.5k, Mumbai ,BPO,BPO | Mumbai +85 other locations,666,3.4
Progressive Infovision,--,1.1k, New Delhi ,Recruitment,Recruitment | New Delhi +78 other locations,665,3.8
Dhanuka Agritech,2,1.8k, Gurugram ,Agro Chemicals,Agro Chemicals | Gurugram +108 other locations,666,3.7
EPL Limited,--,1.8k, Mumbai ,Packaging,Packaging | Mumbai +35 other locations,664,3.8
Quislex Legal Services,--,1.8k, Hyderabad ,Legal,Legal | Hyderabad +11 other locations,663,4.0
Corteva Agriscience,4,2.6k, Hyderabad ,Agro Chemicals,Agro Chemicals | Hyderabad +107 other locations,662,4.2
Housing.com,23,2.9k, Gurugram ,Internet,Internet | Gurugram +43 other locations,662,3.6
Wissen Infotech,140,4.7k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +15 other locations,661,3.6
MPS Limited,18,2.9k, Dehradun ,Content Development,Content Development | Dehradun +24 other locations,661,3.5
Vasudha Pharma Chem,1,2.3k, Visakhapatnam ,Pharma,Pharma | Visakhapatnam +9 other locations,661,4.0
Kutumbh Care,--,1.6k, Noida ,Recruitment,Recruitment | Noida +161 other locations,660,4.0
Omaxe,8,2.1k, New Delhi ,Real Estate,Real Estate | New Delhi +24 other locations,659,4.2
CJ Darcl Logistics Limited,1,1.9k, Gurugram ,Logistics,Logistics | Gurugram +83 other locations,659,4.0
Tejas Networks,--,3.9k, Bengaluru ,Hardware & Networking,Hardware & Networking | Bengaluru +35 other locations,659,3.7
Elite Elevators,2,963, Chennai ,Industrial Machinery,Industrial Machinery | Chennai +41 other locations,659,4.1
Osource Global,17,2.7k, Mumbai ,BPO,BPO | Mumbai +25 other locations,663,3.5
Ingram Micro,--,3.3k, Mumbai ,IT Services & Consulting,IT Services & Consulting | Mumbai +47 other locations,658,3.6
Saint Gobain Glass,--,2k, Chennai ,Building Material,Building Material | Chennai +56 other locations,658,3.9
Welspun World,77,2.5k, Anjar ,Building Material,Building Material | Anjar +51 other locations,657,3.6
Qatar Airways,11,2k, Ahmedabad ,Aviation,Aviation | Ahmedabad +28 other locations,657,3.5
Epicenter Technologies,2,2.3k, Mumbai ,BPO,BPO | Mumbai +8 other locations,657,3.4
Technotask Business Solutions,3,2k, Bhopal ,BPO,BPO | Bhopal +20 other locations,681,3.5
Neurealm,67,5.5k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +14 other locations,656,3.4
Cogoport,3,1.8k, Mumbai ,Internet,Internet | Mumbai +13 other locations,656,3.2
SMC Global Securities,11,2.5k, New Delhi ,Financial Services,Financial Services | New Delhi +89 other locations,655,3.4
HCL Healthcare,18,944, Noida ,Healthcare,Healthcare | Noida +40 other locations,655,4.6
Licious,20,2.9k, Bengaluru ,Internet,Internet | Bengaluru +38 other locations,655,3.6
Optimum Infosystem,46,3.4k, Chennai ,IT Services & Consulting,IT Services & Consulting | Chennai +16 other locations,655,3.2
Videocon d2h,--,1.2k, New Delhi ,Internet,Internet | New Delhi +118 other locations,653,3.8
PeopleStrong,9,3.2k, Gurugram ,Recruitment,Recruitment | Gurugram +20 other locations,653,3.4
PCBL Chemical Limited,23,2.6k, Vadodara ,Petrochemicals,Petrochemicals | Vadodara +24 other locations,653,3.9
Healthians,1,1.9k, Gurugram ,Internet,Internet | Gurugram +49 other locations,653,4.1
CSC,75,4.5k, Bengaluru ,Financial Services,Financial Services | Bengaluru +24 other locations,653,3.6
Indorama,2,2.2k, Haldia ,Agro Chemicals,Agro Chemicals | Haldia +45 other locations,652,3.9
JoulestoWatts Business Solutions,2,3.2k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +16 other locations,652,3.5
Celebi Aviation Holding,--,1.1k, New Delhi ,Aviation,Aviation | New Delhi +18 other locations,651,4.0
Krsnaa Diagnostics,10,1.6k, Pune ,Healthcare,Healthcare | Pune +96 other locations,651,3.6
Sandvik Asia,--,1.6k, Pune ,Industrial Machinery,Industrial Machinery | Pune +37 other locations,649,4.0
Magic EdTech,11,3.6k, Noida ,EdTech,EdTech | Noida +11 other locations,649,3.6
My Home Industries,8,2.3k, Hyderabad ,Building Material,Building Material | Hyderabad +68 other locations,648,4.0
BankBazaar,11,2.9k, Chennai ,FinTech,FinTech | Chennai +15 other locations,648,3.3
TCI Express,1,1.8k, Gurugram ,Logistics,Logistics | Gurugram +79 other locations,649,4.0
TIAA Global Business Services,10,5k, Pune ,Financial Services,Financial Services | Pune +10 other locations,648,3.8
DeHaat,10,2k, Gurugram ,Internet,Internet | Gurugram +116 other locations,647,3.6
Data Entry,5,1.9k, New Delhi ,BPO,BPO | New Delhi +112 other locations,647,4.2
Nihilent,27,4.9k, Pune ,IT Services & Consulting,IT Services & Consulting | Pune +8 other locations,647,3.2
Marlabs,--,5.1k, Bengaluru ,IT Services & Consulting,IT Services & Consulting | Bengaluru +12 other locations,647,3.5
Magic Bus India Foundation,25,1.7k, Mumbai ,Non-Profit,Non-Profit | Mumbai +76 other locations,648,3.8
Quality Austria Central Asia,16,1.8k, New Delhi ,Other,Other | New Delhi +74 other locations,646,3.5
BrightCHAMPS,9,1.1k, Bengaluru ,EdTech,EdTech | Bengaluru +28 other locations,645,4.3
Narayana e-Techno School,--,2k, Bengaluru ,Education & Training,Education & Training | Bengaluru +104 other locations,645,3.6
Tata Power Delhi Distribution,--,2.8k, New Delhi ,Power,Power | New Delhi +32 other locations,643,3.8
Sintex BAPL,--,2.4k, Ahmedabad ,Petrochemicals,Petrochemicals | Ahmedabad +70 other locations,643,3.6
bp,57,4k, Pune ,Oil & Gas,Oil & Gas | Pune +15 other locations,643,3.7
Wow Momo Foods,6,1.9k, Kolkata ,Hospitality,Hospitality | Kolkata +64 other locations,644,3.9
Centaur Pharmaceuticals,5,2.8k, Pune ,Pharma,Pharma | Pune +66 other locations,642,3.5
Uno Mindarika,--,2k, Gurugram ,Auto Components,Auto Components | Gurugram +26 other locations,642,4.0
Forbes Marshall,14,2.7k, Pune ,Industrial Machinery,Industrial Machinery | Pune +24 other locations,642,3.9
Yatra,3,3k, Gurugram ,Travel & Tourism,Travel & Tourism | Gurugram +20 other locations,642,3.3
Times Group,12,4.7k, Mumbai ,Printing & Publishing,Printing & Publishing | Mumbai +48 other locations,641,3.8
Fiat India Automobiles,5,2.3k, Pune ,Automobile,Automobile | Pune +23 other locations,641,3.6
